Zip Code,#2 Fuel Oil with 0% biodiesel (gallons),#2 Fuel Oil with 2% biodiesel (gallons),#2 Fuel Oil with 5% biodiesel (gallons),#2 Fuel Oil with 6% biodiesel (gallons),#2 Fuel Oil with 10% biodiesel (gallons),#2 Fuel Oil with 17% biodiesel (gallons),Total #2 Fuel Oil without Biodiesel Component,Total Biodiesel Blended with #2 Fuel Oil,Total Biodiesel Blended with #2 Fuel Oil 1,#4 Fuel Oil with 2% biodiesel (gallons),#4 Fuel Oil with 5% biodiesel (gallons),#4 Fuel Oil with 6% biodiesel (gallons),Total #4 Fuel Oil without Biodiesel Component,Total Biodiesel Blended with #4 Fuel Oil
11451,0,192.0366581,33.64753139,5091.818499,0,0,5006.470468,311.03,1312.33,0,0,0,0,0
11452,0,0,0,0,0,0,0,0,0,345.6588548,0,18043.21007,17299.36314,1089.505781
11499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11601,0,32.48108035,5.691143459,15.53018085,0,0,728.396415,171.01,147.55,0,0,0,0,0
11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11691,0,19787.27289,415951.7093,30675.08995,29493.3,33458,512530.3459,35380.03,134177.1,3262.03062,141748.7,28527.57941,164673.9797,8864.330377
11692,0,996.4244484,19934.68762,1100.92048,0,5559,25563.28445,2027.75,7140.4,0,0,0,0,0
11693,0,12574.05339,219851.5515,10396.83289,11229.5,88146,319004.7792,29171.26,91776.59,0,0,0,0,0
11694,0,6475.191896,79811.34496,27407.28388,43017.4,20453,165328.2426,13970.08,46608.91,0,0,0,0,0
11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11696,0,56.98879865,9.985241415,1211.048058,0,300,1452.720176,125.3,415.85,0,0,0,0,0
11697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
